0
//Type	Slot	Skill	Width	Height	Serial	Option	Drop	Name				Level	DmgMin	DmgMax	Speed	Dur	MgcDur	MgcRate	ReqLvl	ReqStr	ReqAgi	ReqEne	ReqVit	ReqCmd	None	DW	DK	FE	MG	DL	SU	RF
32	3	0	2	3	1	1	1	"Volcano Armor"			147	86	0	95	380	145	60	0	0	0	3	0	0	0	1	0	0	0
33	3	0	2	3	1	1	1	"Sunlight Armor"		147	64	0	82	380	62	16	0	0	0	3	0	0	0	0	1	0	0
34	3	0	2	3	1	1	1	"Ashcrow Armor"			75	42	0	72	0	160	50	0	0	0	3	0	1	0	0	0	0	0
35	3	0	2	3	1	1	1	"Eclipse Armor"			75	27	0	54	0	53	12	0	0	0	3	1	0	0	0	0	0	0
36	3	0	2	3	1	1	1	"Iris Armor"			75	36	0	59	0	50	70	0	0	0	3	0	0	1	0	0	0	0
37	3	0	2	3	1	1	1	"Valiant Armor"			105	52	0	81	0	155	50	0	0	0	3	0	0	0	1	0	0	0
38	3	0	2	3	1	1	1	"Glorious Armor"		105	47	0	74	0	80	21	0	0	0	3	0	0	0	0	1	0	0
39	3	0	2	2	1	1	1	"Violent Wind Armor"		34	22	0	36	0	39	0	0	0	0	3	0	0	0	0	0	1	0
40	3	0	2	2	1	1	1	"Red Wing Armor"		56	28	0	42	0	35	8	0	0	0	3	0	0	0	0	0	1	0
41	3	0	2	2	1	1	1	"Ancient Armor"			75	35	0	54	0	52	16	0	0	0	3	0	0	0	0	0	1	0
42	3	0	2	2	1	1	1	"Demonic Armor"			91	45	0	67	0	60	20	0	0	0	3	0	0	0	0	0	2	0
43	3	0	2	2	1	1	1	"Storm Blitz Armor"		122	56	0	75	380	57	19	0	0	0	3	0	0	0	0	0	2	0
44	3	0	2	2	1	1	0	"Eternal Wing Armor"		131	49	0	86	380	62	20	170	0	0	3	0	0	0	0	0	2	0
45	3	0	2	3	1	1	0	"Titan Armor"			132	81	0	86	380	222	32	0	0	0	3	0	2	0	0	0	0	0
46	3	0	2	3	1	1	0	"Brave Armor"			128	62	0	86	380	74	162	0	0	0	3	0	2	0	0	0	0	0
47	3	0	2	3	1	1	0	"Phantom Armor"			131	80	0	86	380	212	57	0	0	0	3	0	0	0	1	0	0	0
48	3	0	2	3	1	1	0	"Destroy Armor"			125	66	0	86	380	62	19	165	0	0	3	0	0	0	1	0	0	0
49	3	0	2	2	1	1	0	"Seraphim Armor"		129	60	0	86	380	55	197	0	0	0	3	0	0	2	0	0	0	0
50	3	0	2	2	1	1	0	"Divine Armor"			122	52	0	86	380	32	29	138	0	0	3	0	0	2	0	0	0	0
51	3	0	2	3	1	1	0	"Royal Armor"			132	58	0	86	380	105	38	0	0	0	3	0	0	0	0	1	0	0
52	3	0	2	3	1	1	0	"Hades Armor"			129	50	0	86	400	60	15	181	0	0	3	2	0	0	0	0	0	0
54	3	0	2	3	1	1	0	"Lazy Wind Armor"		148	79	0	90	400	67	151	0	0	0	3	0	3	0	0	0	0	0
55	3	0	2	3	1	1	0	"Dark Devil Armor"		148	59	0	90	400	45	13	171	0	0	3	3	0	0	0	0	0	0
56	3	0	2	2	1	1	0	"Sticky Armor"			148	69	0	90	400	48	180	0	0	0	3	0	0	3	0	0	0	0
57	3	0	2	3	1	1	0	"Hell Night Armor"		148	89	0	90	400	194	52	0	0	0	3	0	0	0	3	0	0	0
58	3	0	2	3	1	1	0	"Ambition Armor"		148	67	0	90	400	112	22	0	0	0	3	0	0	0	0	3	0	0
59	3	0	2	3	1	1	1	"Sacred Fire Armor"		66	43	0	52	0	85	0	0	75	0	3	0	0	0	0	0	0	1
60	3	0	2	3	1	1	1	"Storm Jahad Armor"		82	51	0	68	0	100	0	0	90	0	3	0	0	0	0	0	0	1
61	3	0	2	3	1	1	1	"Piercing Groove Armor"		101	59	0	82	0	115	0	0	100	0	3	0	0	0	0	0	0	1
62	3	0	2	2	0	0	0	"Lucky Scale Armor"		28	21	0	255	1	0	0	0	0	0	3	0	1	0	0	1	0	1
63	3	0	2	2	0	0	0	"Lucky Silk Armor"		20	14	0	255	1	0	0	0	0	0	3	0	0	1	0	0	0	0
64	3	0	2	3	0	0	0	"Lucky Sphinx Armor"		38	19	0	255	1	0	0	0	0	0	3	1	0	0	1	0	0	0
65	3	0	2	2	0	0	0	"Lucky Violent Wind Armor"	34	26	0	255	1	0	0	0	0	0	3	0	0	0	0	0	1	0
66	3	0	2	3	0	0	0	"Lucky Adamantine Armor"	78	39	0	255	0	0	0	0	0	0	3	0	0	0	0	1	0	0
67	3	0	2	3	0	0	0	"Lucky Dragon Armor"		59	42	0	255	0	0	0	0	0	0	3	0	1	0	0	0	0	0
68	3	0	2	2	0	0	0	"Lucky Guardian Armor"		57	29	0	255	0	0	0	0	0	0	3	0	0	1	0	0	0	0
69	3	0	2	2	0	0	0	"Lucky Legendary Armor"		56	24	0	255	0	0	0	0	0	0	3	1	0	0	0	0	0	0
70	3	0	2	2	0	0	0	"Lucky Red Wing Armor"		56	31	0	255	0	0	0	0	0	0	3	0	0	0	0	0	1	0
71	3	0	2	3	0	0	0	"Lucky Atlans Armor"		80	47	0	255	0	0	0	0	0	0	3	0	0	0	1	0	0	0
72	3	0	2	3	0	0	0	"Lucky Storm Jahad Armor"	82	43	0	255	0	0	0	0	0	0	3	0	0	0	0	0	0	1
73	3	0	2	3	1	1	1	"Phoenix Soul Armor"		143	78	0	88	380	97	0	0	85	0	3	0	0	0	0	0	0	1
74	3	0	2	3	1	1	0	"Stormwing Armor"		148	90	0	90	400	200	33	0	0	0	3	0	3	0	0	0	0	0
75	3	0	2	2	1	1	0	"Light Lord Armor"		148	61	0	90	400	14	31	127	0	0	3	0	0	3	0	0	0	0
76	3	0	2	3	1	1	0	"Magic Knight Armor"		148	75	0	90	400	48	17	142	0	0	3	0	0	0	3	0	0	0
91	3	0	2	2	1	1	0	"Succubus Armor"		148	58	0	90	400	56	19	157	0	0	3	0	0	0	0	0	3	0
95 	3 	0 	2 	3 	1 	1 	0 	"Bloodangel Magic Armor"	150 	80 	0 	100 	380 	35 	32 	157 	0 	0 	3 	0 	0 	0 	3 	0 	0 	0 
96	3	0	2	3	1	1	0	"Bloodangel Knight Armor"	150	103	0	100	380   	0 	22	107	0	0	3	0  	3  	0  	0  	0  	0  	0
97	3	0	2	2	1	1	0	"Bloodangel Elf Armor"		150	37	0	100	380	14  	28	154	0	0	3	0  	0  	3  	0  	0  	0  	0
98	3	0	2	3	1	1	0	"Bloodangel Knight Armor"	150	85	0	100	380   	174 	51	0	0	0	3	0  	3  	0  	0  	0  	0  	0
99	3	0	2	3	1	1	0	"Bloodangel Wizard Armor"	150	53	0	100	380	46  	15	0	0	0	3	3  	0  	0  	0  	0  	0  	0
100	3	0	2	2	1	1	0	"Bloodangel Elf Armor"		150	65	0	100	380	39  	87	0	0	0	3	0  	0  	3  	0  	0  	0  	0
101	3	0	2	2	1	1	0	"Bloodangel Summoner Armor"	150	55	0	100	380	38  	13	0	0	0	3	0  	0  	0  	0  	0  	3  	0
102	3	0	2	3	1	1	0	"Bloodangel Magic Armor"	150	83	0	100	380	143 	58	0	0	0	3	0  	0  	0  	3  	0  	0  	0
103	3	0	2	3	1	1	0	"Bloodangel Lord Armor"		150	61	0	100	380	65  	17	0	0	0	3	0  	0  	0  	0  	3  	0  	0
104	3	0	2	3	1	1	0	"Bloodangel Fighter Armor"	150	66	0	100	380	81  	40	0	0	0	3	0  	0  	0  	0  	0  	0  	3
//Season11
110	3	0	2	3	1	1	0	"Darkangel Knight Armor"	150	110 	0	100	580	174 	51 	0	0	0	3	0	3	0	0	0	0	0
111	3	0	2	3	1	1	0	"Darkangel Wizard Armor"	150	78 	0	100	580	46 	15 	0	0	0	3	3	0	0	0	0	0	0
112	3	0	2	2	1	1	0	"Darkangel Elf Armor"		150	90 	0	100	580	39 	87 	0	0	0	3	0	0	3	0	0	0	0
113	3	0	2	2	1	1	0	"Darkangel Summoner Armor"	150	80 	0	100	580	38 	13 	0	0	0	3	0	0	0	0	0	3	0
114	3	0	2	3	1	1	0	"Darkangel Magic Armor"		150	108 	0	100	580	143 	58 	0	0	0	3	0	0	0	3	0	0	0
115	3	0	2	3	1	1	0	"Darkangel Lord Armor"		150	86 	0	100	580	65 	17 	0	0	0	3	0	0	0	0	3	0	0
116	3	0	2	3	1	1	0	"Darkangel Fighter Armor"	150	91 	0	100	580	81 	40 	0	0	0	3	0	0	0	0	0	0	3
117	3	0	2	2	1	1	0	"Darkangel Elf Energy Armor"	150	50	0	100	580	14	28	154	0	0	3	0	0	3	0	0	0	0 
118	3	0	2	3	1	1	0	"Darkangel Magic Energy Armor"	150	105	0	100	580	35	32	157	0	0	3	0	0	0	3	0	0	0 
119	3	0	2	3	1	1	0	"Darkangel Knight Energy Armor"	150	128	0	100	580	0	22	107	0	0	3	0	3	0	0	0	0	0
//
120	3	0	2	3	1	1	0	"Holyangel Knight Armor"	150	160	0	100	580	174	51	0 	0	0 	3	0	3	0	0	0	0	0 
121	3	0	2	3	1	1	0	"Holyangel Wizard Armor"	150	128	0	100	580	46 	15	0 	0	0 	3	3	0	0	0	0	0	0 
122	3	0	2	2	1	1	0	"Holyangel Elf Armor"		150	140	0	100	580	39 	87	0 	0	0 	3	0	0	3	0	0	0	0 
123	3	0	2	2	1	1	0	"Holyangel Summoner Armor"	150	130	0	100	580	38 	13	0 	0	0 	3	0	0	0	0	0	3	0 
124	3	0	2	3	1	1	0	"Holyangel Magic Armor"		150	158	0	100	580	143	58	0 	0	0 	3	0	0	0	3	0	0	0 
125	3	0	2	3	1	1	0	"Holyangel Lord Armor"		150	136	0	100	580	65 	17	0 	0	0 	3	0	0	0	0	3	0	0 
126	3	0	2	3	1	1	0	"Holyangel Fighter Armor"	150	141	0	100	580	81 	0 	0 	0	0 	3	0	0	0	0	0	0	3 
127	3	0	2	3	1	1	0	"Holyangel Knight Armor"	150	178	0	100	580	0 	22	107	0	0 	3	0	3	0	0	0	0	0 
128	3	0	2	2	1	1	0	"Holyangel Elf Armor"		150	69 	0	100	580	14 	28	154	0	0 	3	0	0	3	0	0	0	0 
129	3	0	2	3	1	1	0	"Holyangel Magic Armor"		150	155	0	100	580	35 	32	157	0	0 	3	0	0	0	3	0	0	0 
//
130	3	0	2	3	1	1	0	"Soul Knight Armor"		150	204	0	100	580	174	51	0 	0	0 	3	0	3	0	0	0	0	0 
131	3	0	2	3	1	1	0	"Soul Wizard Armor"		150	172	0	100	580	46 	15	0 	0	0 	3	3	0	0	0	0	0	0 
132	3	0	2	2	1	1	0	"Soul Elf Armor"		150	184	0	100	580	39 	87	0 	0	0 	3	0	0	3	0	0	0	0 
133	3	0	2	2	1	1	0	"Soul Summoner Armor"		150	177	0	100	580	38 	13	0 	0	0 	3	0	0	0	0	0	3	0 
134	3	0	2	3	1	1	0	"Soul Magic Armor"		150	203	0	100	580	143	58	0 	0	0 	3	0	0	0	3	0	0	0 
135	3	0	2	3	1	1	0	"Soul Lord Armor"		150	181	0	100	580	65 	17	0 	0	0 	3	0	0	0	0	3	0	0 
136	3	0	2	3	1	1	0	"Soul Fighter Armor"		150	186	0	100	580	81 	0 	0 	0	0 	3	0	0	0	0	0	0	3 
137	3	0	2	3	1	1	0	"Soul Knight Armor"		150	222	0	100	580	0 	22	107	0	0 	3	0	3	0	0	0	0	0 
138	3	0	2	2	1	1	0	"Soul Elf Armor"		150	130	0	100	580	14 	28	154	0	0 	3	0	0	3	0	0	0	0 
139	3	0	2	3	1	1	0	"Soul Magic Armor"		150	200	0	100	580	35 	32	157	0	0 	3	0	0	0	3	0	0	0 
//
166	3	0	2	2	1	1	0	"Tigris Armor"			111	63	0	86	380	70	22	0	0	0	3	0	0	0	0	0	0	1
167	3	0	2	2	1	1	0	"Crimson Skull Armor"		143	71	0	90	400	79	25	0	0	0	3	0	0	0	0	0	0	3
//Tier1
//Type	Slot	Skill	Width	Height	Serial	Option	Drop	Name				Level	Def	MgcDef	Dur	ReqLvl	ReqStr	ReqAgi	ReqEne	ReqVit	ReqCmd	None	DW	DK	FE	MG	DL	SU	RF
301	3	0	2	3	1	1	0	"Great Dragon Armor"		150	85	0	100	380   	174 	51	0	0	0	3	0  	3  	0  	0  	0  	0  	0
302	3	0	2	3	1	1	0	"Dark Soul Armor"		150	53	0	100	380	46  	15	0	0	0	3	3  	0  	0  	0  	0  	0  	0
303	3	0	2	2	1	1	0	"Red Spirit Armor"		150	65	0	100	380	39  	87	0	0	0	3	0  	0  	3  	0  	0  	0  	0
304	3	0	2	2	1	1	0	"Demonic Armor"			150	55	0	100	380	38  	13	0	0	0	3	0  	0  	0  	0  	0  	3  	0
305	3	0	2	3	1	1	0	"Hurricane Armor"		150	83	0	100	380	143 	58	0	0	0	3	0  	0  	0  	3  	0  	0  	0
306	3	0	2	3	1	1	0	"Dark Master Armor"		150	61	0	100	380	65  	17	0	0	0	3	0  	0  	0  	0  	3  	0  	0
307	3	0	2	3	1	1	0	"Storm Zahad Armor"		150	66	0	100	380	81  	40	0	0	0	3	0  	0  	0  	0  	0  	0  	3
308 	3 	0 	2 	3 	1 	1 	0 	"Thunder Hawk Armor"		150 	80 	0 	100 	380 	35 	32 	157 	0 	0 	3 	0 	0 	0 	3 	0 	0 	0 
309	3	0	2	3	1	1	0	"Leather Armor"			150	103	0	100	380   	0 	22	107	0	0	3	0  	3  	0  	0  	0  	0  	0
310	3	0	2	2	1	1	0	"Vine Armor"			150	37	0	100	380	14  	28	154	0	0	3	0  	0  	3  	0  	0  	0  	0

//Tier2
311	3	0	2	3	1	1	0	"Great Dragon Armor"		150	110 	0	100	580	174 	51 	0	0	0	3	0	3	0	0	0	0	0
312	3	0	2	3	1	1	0	"Dark Soul Armor"		150	78 	0	100	580	46 	15 	0	0	0	3	3	0	0	0	0	0	0
313	3	0	2	2	1	1	0	"Red Spirit Armor"		150	90 	0	100	580	39 	87 	0	0	0	3	0	0	3	0	0	0	0
314	3	0	2	2	1	1	0	"Demonic Armor"			150	80 	0	100	580	38 	13 	0	0	0	3	0	0	0	0	0	3	0
315	3	0	2	3	1	1	0	"Hurricane Armor"		150	108 	0	100	580	143 	58 	0	0	0	3	0	0	0	3	0	0	0
316	3	0	2	3	1	1	0	"Dark Master Armor"		150	86 	0	100	580	65 	17 	0	0	0	3	0	0	0	0	3	0	0
317	3	0	2	3	1	1	0	"Storm Zahad Armor"		150	91 	0	100	580	81 	40 	0	0	0	3	0	0	0	0	0	0	3
318	3	0	2	2	1	1	0	"Vine Armor"			150	50	0	100	580	14	28	154	0	0	3	0	0	3	0	0	0	0 
319	3	0	2	3	1	1	0	"Thunder Hawk Armor"		150	105	0	100	580	35	32	157	0	0	3	0	0	0	3	0	0	0 
320	3	0	2	3	1	1	0	"Leather Armor"			150	128	0	100	580	0	22	107	0	0	3	0	3	0	0	0	0	0

//Tier3
321	3	0	2	3	1	1	0	"Great Dragon Armor"		150	160	0	100	680	174	51	0 	0	0 	3	0	3	0	0	0	0	0
322	3	0	2	3	1	1	0	"Dark Soul Armor"		150	128	0	100	680	46 	15	0 	0	0 	3	3	0	0	0	0	0	0
323	3	0	2	2	1	1	0	"Red Spirit Armor"		150	140	0	100	680	39 	87	0 	0	0 	3	0	0	3	0	0	0	0
324	3	0	2	2	1	1	0	"Demonic Armor"			150	130	0	100	680	38 	13	0 	0	0 	3	0	0	0	0	0	3	0
325	3	0	2	3	1	1	0	"Hurricane Armor"		150	158	0	100	680	143	58	0 	0	0 	3	0	0	0	3	0	0	0
326	3	0	2	3	1	1	0	"Dark Master Armor"		150	136	0	100	680	65 	17	0 	0	0 	3	0	0	0	0	3	0	0
327	3	0	2	3	1	1	0	"Storm Zahad Armor"		150	141	0	100	680	81 	0 	0 	0	0 	3	0	0	0	0	0	0	3
328	3	0	2	2	1	1	0	"Vine Armor"			150	69 	0	100	680	14 	28	154	0	0 	3	0	0	3	0	0	0	0 
329	3	0	2	3	1	1	0	"Thunder Hawk Armor"		150	155	0	100	680	35 	32	157	0	0 	3	0	0	0	3	0	0	0 
330	3	0	2	3	1	1	0	"Leather Armor"			150	178	0	100	680	0 	22	107	0	0 	3	0	3	0	0	0	0	0

//Tier4
331	3	0	2	3	1	1	0	"Great Dragon Armor"		150	204	0	100	780	174	51	0 	0	0 	3	0	3	0	0	0	0	0
332	3	0	2	3	1	1	0	"Dark Soul Armor"		150	172	0	100	780	46 	15	0 	0	0 	3	3	0	0	0	0	0	0
333	3	0	2	2	1	1	0	"Red Spirit Armor"		150	184	0	100	780	39 	87	0 	0	0 	3	0	0	3	0	0	0	0
334	3	0	2	2	1	1	0	"Demonic Armor"			150	177	0	100	780	38 	13	0 	0	0 	3	0	0	0	0	0	3	0
335	3	0	2	3	1	1	0	"Hurricane Armor"		150	203	0	100	780	143	58	0 	0	0 	3	0	0	0	3	0	0	0
336	3	0	2	3	1	1	0	"Dark Master Armor"		150	181	0	100	780	65 	17	0 	0	0 	3	0	0	0	0	3	0	0
337	3	0	2	3	1	1	0	"Storm Zahad Armor"		150	186	0	100	780	81 	0 	0 	0	0 	3	0	0	0	0	0	0	3
338	3	0	2	2	1	1	0	"Vine Armor"			150	130	0	100	780	14 	28	154	0	0 	3	0	0	3	0	0	0	0
339	3	0	2	3	1	1	0	"Thunder Hawk Armor"		150	200	0	100	780	35 	32	157	0	0 	3	0	0	0	3	0	0	0 
340	3	0	2	3	1	1	0	"Leather Armor"			150	222	0	100	780	0 	22	107	0	0 	3	0	3	0	0	0	0	0
end

9
//Type	Slot	Skill	Width	Height	Serial	Option	Drop	Name				Level	Def	MgcDef	Dur	ReqLvl	ReqStr	ReqAgi	ReqEne	ReqVit	ReqCmd	None	DW	DK	FE	MG	DL	SU	RF
0	4	0	2	2	1	1	1	"Bronze Pants"			15	10	0	34	0	80	20	0	0	0	3	0	1	0	1	1	0	0
1	4	0	2	2	1	1	1	"Dragon Pants"			55	26	0	68	0	120	30	0	0	0	3	0	1	0	1	0	0	0
2	4	0	2	2	1	1	1	"Pad Pants"			8	5	0	28	0	30	0	0	0	0	3	1	0	0	1	0	0	0
3	4	0	2	2	1	1	1	"Legendary Pants"		53	20	0	42	0	40	0	0	0	0	3	1	0	0	1	0	0	0
4	4	0	2	2	1	1	1	"Bone Pants"			20	10	0	30	0	40	0	0	0	0	3	1	0	0	1	0	0	0
5	4	0	2	2	1	1	1	"Leather Pants"			8	7	0	30	0	80	0	0	0	0	3	0	1	0	1	1	0	0
6	4	0	2	2	1	1	1	"Scale Pants"			25	14	0	40	0	110	0	0	0	0	3	0	1	0	1	1	0	1
7	4	0	2	2	1	1	1	"Sphinx Pants"			34	15	0	36	0	40	0	0	0	0	3	1	0	0	1	0	0	0
8	4	0	2	2	1	1	1	"Brass Pants"			35	18	0	44	0	100	30	0	0	0	3	0	1	0	1	0	0	1
9	4	0	2	2	1	1	1	"Plate Pants"			45	22	0	50	0	130	0	0	0	0	3	0	1	0	1	0	0	1
10	4	0	2	2	1	1	1	"Vine Pants"			8	6	0	22	0	30	60	0	0	0	3	0	0	1	0	0	0	0
11	4	0	2	2	1	1	1	"Silk Pants"			18	10	0	26	0	30	70	0	0	0	3	0	0	1	0	0	0	0
12	4	0	2	2	1	1	1	"Wind Pants"			30	14	0	32	0	30	80	0	0	0	3	0	0	1	0	0	0	0
13	4	0	2	2	1	1	1	"Spirit Pants"			42	18	0	38	0	40	80	0	0	0	3	0	0	1	0	0	0	0
14	4	0	2	2	1	1	1	"Guardian Pants"		54	25	0	45	0	40	80	0	0	0	3	0	0	1	0	0	0	0
15	4	0	2	2	1	1	1	"Storm Crow Pants"		74	34	0	80	0	150	70	0	0	0	3	0	0	0	1	0	0	0
16	4	0	2	2	1	1	1	"Black Dragon Pants"		84	40	0	74	0	170	60	0	0	0	3	0	1	0	0	0	0	0
17	4	0	2	2	1	1	1	"Dark Phoenix Pants"		96	54	0	80	0	207	63	0	0	0	3	0	2	0	0	0	0	0
18	4	0	2	2	1	1	1	"Grand Soul Pants"		86	30	0	67	0	59	20	0	0	0	3	2	0	0	0	0	0	0
19	4	0	2	2	1	1	1	"Holy Spirit Pants"		88	39	0	74	0	50	110	0	0	0	3	0	0	2	0	0	0	0
20	4	0	2	2	1	1	1	"Thunder Hawk Pants"		99	49	0	82	0	150	70	0	0	0	3	0	0	0	1	0	0	0
21	4	0	2	2	1	1	1	"Great Dragon Pants"		113	65	0	86	0	200	58	0	0	0	3	0	2	0	0	0	0	0
22	4	0	2	2	1	1	1	"Dark Soul Pants"		117	39	0	75	0	55	18	0	0	0	3	2	0	0	0	0	0	0
23	4	0	2	2	1	1	1	"Hurricane Pants"		122	61	0	90	0	162	66	0	0	0	3	0	0	0	1	0	0	0
24	4	0	2	2	1	1	1	"Red Spirit Pants"		100	48	0	80	0	52	115	0	0	0	3	0	0	2	0	0	0	0
25	4	0	2	2	1	1	1	"Light Plate Pants"		50	21	0	42	0	70	20	0	0	0	3	0	0	0	0	1	0	0
26	4	0	2	2	1	1	1	"Adamantine Pants"		70	26	0	56	0	77	21	0	0	0	3	0	0	0	0	1	0	0
27	4	0	2	2	1	1	1	"Dark Steel Pants"		92	31	0	70	0	84	22	0	0	0	3	0	0	0	0	1	0	0
28	4	0	2	2	1	1	1	"Dark Master Pants"		110	39	0	78	0	80	21	0	0	0	3	0	0	0	0	1	0	0
29	4	0	2	2	1	1	1	"Dragon Knight Pants"		134	78	0	90	380	170	60	0	0	0	3	0	2	0	0	0	0	0
30	4	0	2	2	1	1	1	"Venom Mist Pants"		135	55	0	86	380	44	15	0	0	0	3	2	0	0	0	0	0	0
31	4	0	2	2	1	1	1	"Sylphid Ray Pants"		135	61	0	86	380	38	80	0	0	0	3	0	0	2	0	0	0	0
32	4	0	2	2	1	1	1	"Volcano Pants"			135	74	0	95	380	145	60	0	0	0	3	0	0	0	1	0	0	0
33	4	0	2	2	1	1	1	"Sunlight Pants"		140	52	0	82	380	62	16	0	0	0	3	0	0	0	0	1	0	0
34	4	0	2	2	1	1	1	"Ashcrow Pants"			69	33	0	72	0	160	50	0	0	0	3	0	1	0	0	0	0	0
35	4	0	2	2	1	1	1	"Eclipse Pants"			69	25	0	54	0	53	12	0	0	0	3	1	0	0	0	0	0	0
36	4	0	2	2	1	1	1	"Iris Pants"			69	32	0	59	0	50	70	0	0	0	3	0	0	1	0	0	0	0
37	4	0	2	2	1	1	1	"Valiant Pants"			101	41	0	81	0	155	50	0	0	0	3	0	0	0	1	0	0	0
38	4	0	2	2	1	1	1	"Glorious Pants"		101	35	0	74	0	80	21	0	0	0	3	0	0	0	0	1	0	0
39	4	0	2	2	1	1	1	"Violent Wind Pants"		30	16	0	36	0	36	0	0	0	0	3	0	0	0	0	0	1	0
40	4	0	2	2	1	1	1	"Red Wing Pants"		53	22	0	42	0	35	7	0	0	0	3	0	0	0	0	0	1	0
41	4	0	2	2	1	1	1	"Ancient Pants"			72	28	0	54	0	49	16	0	0	0	3	0	0	0	0	0	1	0
42	4	0	2	2	1	1	1	"Demonic Pants"			86	37	0	67	0	60	20	0	0	0	3	0	0	0	0	0	2	0
43	4	0	2	2	1	1	1	"Storm Blitz Pants"		117	49	0	75	380	57	19	0	0	0	3	0	0	0	0	0	2	0
44	4	0	2	2	1	1	0	"Eternal Wing Pants"		122	41	0	86	380	62	20	170	0	0	3	0	0	0	0	0	2	0
45	4	0	2	2	1	1	0	"Titan Pants"			116	74	0	86	380	222	32	0	0	0	3	0	2	0	0	0	0	0
46	4	0	2	2	1	1	0	"Brave Pants"			112	58	0	86	380	74	162	0	0	0	3	0	2	0	0	0	0	0
47	4	0	2	2	1	1	0	"Phantom Pants"			115	66	0	86	380	212	57	0	0	0	3	0	0	0	1	0	0	0
48	4	0	2	2	1	1	0	"Destroy Pants"			113	51	0	86	380	62	19	165	0	0	3	0	0	0	1	0	0	0
49	4	0	2	2	1	1	0	"Seraphim Pants"		116	53	0	86	380	55	197	0	0	0	3	0	0	2	0	0	0	0
50	4	0	2	2	1	1	0	"Divine Pants"			109	46	0	86	380	32	29	138	0	0	3	0	0	2	0	0	0	0
51	4	0	2	2	1	1	0	"Royal Pants"			116	46	0	86	380	105	38	0	0	0	3	0	0	0	0	1	0	0
52	4	0	2	2	1	1	0	"Hades Pants"			114	44	0	86	400	60	15	181	0	0	3	2	0	0	0	0	0	0
54	4	0	2	2	1	1	0	"Lazy Wind Pants"		145	75	0	90	400	67	151	0	0	0	3	0	3	0	0	0	0	0
55	4	0	2	2	1	1	0	"Dark Devil Pants"		145	53	0	90	400	45	13	171	0	0	3	3	0	0	0	0	0	0
56	4	0	2	2	1	1	0	"Sticky Pants"			145	62	0	90	400	48	180	0	0	0	3	0	0	3	0	0	0	0
57	4	0	2	2	1	1	0	"Hell Night Pants"		145	75	0	90	400	194	52	0	0	0	3	0	0	0	3	0	0	0
58	4	0	2	2	1	1	0	"Ambition Pants"		145	55	0	90	400	112	22	0	0	0	3	0	0	0	0	3	0	0
59	4	0	2	2	1	1	1	"Sacred Fire Pants"		62	33	0	52	0	85	0	0	75	0	3	0	0	0	0	0	0	1
60	4	0	2	2	1	1	1	"Storm Jahad Pants"		78	41	0	68	0	100	0	0	90	0	3	0	0	0	0	0	0	1
61	4	0	2	2	1	1	1	"Piercing Groove Pants"		95	49	0	82	0	115	0	0	100	0	3	0	0	0	0	0	0	1
62	4	0	2	2	0	0	0	"Lucky Scale Pants"		25	18	0	255	1	0	0	0	0	0	3	0	1	0	1	1	0	1
63	4	0	2	2	0	0	0	"Lucky Silk Pants"		18	13	0	255	1	0	0	0	0	0	3	0	0	1	0	0	0	0
64	4	0	2	2	0	0	0	"Lucky Sphinx Pants"		34	19	0	255	1	0	0	0	0	0	3	1	0	0	0	0	0	0
65	4	0	2	2	0	0	0	"Lucky Violent Wind Pants"	30	20	0	255	1	0	0	0	0	0	3	0	0	0	0	0	1	0
66	4	0	2	2	0	0	0	"Lucky Adamantine Pants"	70	31	0	255	0	0	0	0	0	0	3	0	0	0	0	1	0	0
67	4	0	2	2	0	0	0	"Lucky Dragon Pants"		55	28	0	255	0	0	0	0	0	0	3	0	1	0	0	0	0	0
68	4	0	2	2	0	0	0	"Lucky Guardian Pants"		54	30	0	255	0	0	0	0	0	0	3	0	0	1	0	0	0	0
69	4	0	2	2	0	0	0	"Lucky Legendary Pants"		53	25	0	255	0	0	0	0	0	0	3	1	0	0	0	0	0	0
70	4	0	2	2	0	0	0	"Lucky Red Wing Pants"		53	26	0	255	0	0	0	0	0	0	3	0	0	0	0	0	1	0
71	4	0	2	2	0	0	0	"Lucky Atlans Pants"		74	39	0	255	0	0	0	0	0	0	3	0	0	0	1	0	0	0
72	4	0	2	2	0	0	0	"Lucky Storm Jahad Pants"	78	33	0	255	0	0	0	0	0	0	3	0	0	0	0	0	0	1
73	4	0	2	2	1	1	1	"Phoenix Soul Pants"		134	68	0	88	380	97	0	0	85	0	3	0	0	0	0	0	0	1
74	4	0	2	2	1	1	0	"Stormwing Pants"		145	83	0	90	400	200	33	0	0	0	3	0	3	0	0	0	0	0
75	4	0	2	2	1	1	0	"Light Lord Pants"		145	55	0	90	400	14	31	127	0	0	3	0	0	3	0	0	0	0
76	4	0	2	2	1	1	0	"Magic Knight Pants"		145	60	0	90	400	48	17	142	0	0	3	0	0	0	3	0	0	0
91	4	0	2	2	1	1	0	"Succubus Pants"		145	50	0	90	400	56	19	157	0	0	3	0	0	0	0	0	3	0
95 	4 	0 	2 	2 	1 	1 	0 	"Bloodangel Magic Pants"	150 	57 	0 	100 	380 	33 	30 	153 	0 	0 	3 	0 	0 	0 	3 	0 	0 	0
96	4	0	2	2	1	1	0	"Bloodangel Knight Pants"	150	93	0	100	380	0	21	106	0	0	3	0  	3  	0  	0  	0  	0  	0
